Year,Month,DOY,Curve,Species,Canopy_position,Cohort_age,Photo,Tleaf,Cond,CO2R,Ci,PARi,Vcmax_leaf_area,Vcmax_leaf_area_25C,Vcmax_mass_25C,fkco,Jmax_leaf_area,Jmax__leaf_area_25C,Jmax_mass_25C,TPU_leaf_area,TPU_leaf_area_25C,TPU_mass_25C,N,N_mass,N_leaf_area,C,CN_ratio,LMA
2010,6,174,Spruce_1A,Picea mariana ,Mid,1,-3,28,0.1834,49,77,1001,50.3,41.7,143,134,88.8,80.1,274.6,5.6,5.1,16.9,0.6,0.45,131.2,46.4,74,292
2010,6,174,Spruce_1A,Picea mariana ,Mid,1,-1.7,28,0.1843,101,114,1000,50.3,41.8,143.4,134,88.8,80.2,275,5.6,5.1,16.9,0.6,0.45,131.2,46.4,74,292
2010,6,174,Spruce_1A,Picea mariana ,Mid,1,0.6,28,0.1819,199,188,1000,50.3,42,143.9,134,88.8,80.4,275.5,5.6,5.1,16.9,0.6,0.45,131.2,46.4,74,292
2010,6,174,Spruce_1A,Picea mariana ,Mid,1,2.9,28,0.1845,300,264,1001,50.3,42.2,144.8,134,88.8,80.6,276.4,5.6,5.1,17,0.6,0.45,131.2,46.4,74,292
2010,6,174,Spruce_1A,Picea mariana ,Mid,1,4.8,28,0.1706,400,340,1000,50.3,41.8,143.2,134,88.8,80.2,274.8,5.6,5.1,16.9,0.6,0.45,131.2,46.4,74,292
2010,6,174,Spruce_1A,Picea mariana ,Mid,1,5.4,28,0.1845,400,338,1001,50.3,42.5,145.8,134,88.8,80.9,277.5,5.6,5.1,17.1,0.6,0.45,131.2,46.4,74,292
2010,6,174,Spruce_1A,Picea mariana ,Mid,1,5.5,28,0.1819,402,338,1000,50.3,41.6,142.8,134,88.8,80,274.3,5.6,5.1,16.9,0.6,0.45,131.2,46.4,74,292
2010,6,174,Spruce_1A,Picea mariana ,Mid,1,7.9,28,0.1822,549,458,1000,50.3,41.7,142.8,134,88.8,80,274.4,5.6,5.1,16.9,0.6,0.45,131.2,46.4,74,292
2010,6,174,Spruce_1A,Picea mariana ,Mid,1,9.6,28,0.1824,650,540,1001,50.3,41.9,143.6,134,88.8,80.3,275.2,5.6,5.1,16.9,0.6,0.45,131.2,46.4,74,292
2010,6,174,Spruce_1A,Picea mariana ,Mid,1,11.4,28,0.1803,801,668,1001,50.3,41.9,143.6,134,88.8,80.3,275.2,5.6,5.1,16.9,0.6,0.45,131.2,46.4,74,292
2010,6,174,Spruce_1A,Picea mariana ,Mid,1,12.4,28,0.1798,950,803,1000,50.3,42,144,134,88.8,80.4,275.6,5.6,5.1,16.9,0.6,0.45,131.2,46.4,74,292
2010,6,174,Spruce_1A,Picea mariana ,Mid,1,14.1,28,0.1796,1200,1031,1000,50.3,42.1,144.3,134,88.8,80.5,275.9,5.6,5.1,17,0.6,0.45,131.2,46.4,74,292
2010,6,174,Spruce_1A,Picea mariana ,Mid,1,15.9,28,0.1777,1600,1401,1001,50.3,42,144,134,88.8,80.4,275.7,5.6,5.1,16.9,0.6,0.45,131.2,46.4,74,292
2010,6,174,Spruce_1B,Picea mariana ,Mid,1,-0.4,28,0.1615,49,53,1001,41.1,35.4,102.8,73,72,66.3,192.5,5.7,5.3,17.6,0.7,0.47,162.18,46.8,71,344
2010,6,174,Spruce_1B,Picea mariana ,Mid,1,1.2,28,0.1625,100,85,1000,41.1,35.4,102.7,73,72,66.2,192.4,5.7,5.3,17.6,0.7,0.47,162.18,46.8,71,344
2010,6,174,Spruce_1B,Picea mariana ,Mid,1,4.2,28,0.1623,200,150,1000,41.1,35.4,103,73,72,66.3,192.7,5.7,5.3,17.6,0.7,0.47,162.18,46.8,71,344
2010,6,174,Spruce_1B,Picea mariana ,Mid,1,6.8,28,0.1621,300,219,1000,41.1,35.6,103.4,73,72,66.5,193.1,5.7,5.3,17.6,0.7,0.47,162.18,46.8,71,344
2010,6,174,Spruce_1B,Picea mariana ,Mid,1,9.3,28,0.1778,300,200,1000,59.1,51.8,150.5,73,96.4,89.6,260.4,7.1,6.7,22.2,0.7,0.47,162.18,46.8,71,344
2010,6,174,Spruce_1B,Picea mariana ,Mid,1,9.3,28,0.1626,400,290,1000,41.1,35.9,104.2,73,72,66.7,193.9,5.7,5.3,17.7,0.7,0.47,162.18,46.8,71,344
2010,6,174,Spruce_1B,Picea mariana ,Mid,1,12.4,28,0.1807,400,268,1000,59.1,51.8,150.6,73,96.4,89.7,260.5,7.1,6.7,22.2,0.7,0.47,162.18,46.8,71,344
2010,6,174,Spruce_1B,Picea mariana ,Mid,1,8.8,28,0.1532,400,290,999,41.1,35.2,102.3,73,72,66.1,192,5.7,5.3,17.5,0.7,0.47,162.18,46.8,71,344
2010,6,174,Spruce_1B,Picea mariana ,Mid,1,9.2,28,0.1599,401,291,1001,41.1,35.5,103.1,73,72,66.4,192.8,5.7,5.3,17.6,0.7,0.47,162.18,46.8,71,344
2010,6,174,Spruce_1B,Picea mariana ,Mid,1,11.7,28,0.1617,550,410,1000,41.1,35.7,103.7,73,72,66.6,193.4,5.7,5.3,17.7,0.7,0.47,162.18,46.8,71,344
2010,6,174,Spruce_1B,Picea mariana ,Mid,1,12.5,28,0.1636,649,500,999,41.1,35.8,103.9,73,72,66.6,193.6,5.7,5.3,17.7,0.7,0.47,162.18,46.8,71,344
2010,6,174,Spruce_1B,Picea mariana ,Mid,1,13.2,28,0.163,800,639,999,41.1,35.8,104.1,73,72,66.7,193.8,5.7,5.3,17.7,0.7,0.47,162.18,46.8,71,344
2010,6,174,Spruce_1B,Picea mariana ,Mid,1,14.2,28,0.1634,950,776,999,41.1,35.8,104,73,72,66.7,193.7,5.7,5.3,17.7,0.7,0.47,162.18,46.8,71,344
2010,6,174,Spruce_1B,Picea mariana ,Mid,1,15.3,28,0.1617,1201,1007,999,41.1,35.8,104,73,72,66.7,193.7,5.7,5.3,17.7,0.7,0.47,162.18,46.8,71,344
2010,6,174,Spruce_1B,Picea mariana ,Mid,1,16.7,28,0.1541,1601,1375,1001,41.1,35.6,103.4,73,72,66.5,193.1,5.7,5.3,17.6,0.7,0.47,162.18,46.8,71,344
2010,6,174,Spruce_2B,Picea mariana ,Mid,1,-0.3,28,0.1794,49,51,1000,59.1,50.8,174.6,73,96.4,88.7,304.8,7.1,6.6,22,0.8,0.56,164.13,46.6,59,291
2010,6,174,Spruce_2B,Picea mariana ,Mid,1,1.8,28,0.1779,100,80,1000,59.1,51.2,175.8,73,96.4,89,305.9,7.1,6.6,22,0.8,0.56,164.13,46.6,59,291
2010,6,174,Spruce_2B,Picea mariana ,Mid,1,5.6,28,0.1791,200,140,999,59.1,51.6,177.2,73,96.4,89.4,307.2,7.1,6.7,22.1,0.8,0.56,164.13,46.6,59,291
2010,6,174,Spruce_2B,Picea mariana ,Mid,1,12.1,28,0.1753,400,268,1001,59.1,52.3,179.6,73,96.4,90.1,309.5,7.1,6.7,22.3,0.8,0.56,164.13,46.6,59,291
2010,6,174,Spruce_2B,Picea mariana ,Mid,1,12.3,28,0.1779,401,267,999,59.1,50.6,173.7,73,96.4,88.4,303.9,7.1,6.6,21.9,0.8,0.56,164.13,46.6,59,291
2010,6,174,Spruce_2B,Picea mariana ,Mid,1,16.3,28,0.1786,550,374,1000,59.1,50.5,173.5,73,96.4,88.4,303.7,7.1,6.6,21.9,0.8,0.56,164.13,46.6,59,291
2010,6,174,Spruce_2B,Picea mariana ,Mid,1,18.3,28,0.177,649,449,1001,59.1,50.7,174.2,73,96.4,88.6,304.4,7.1,6.6,21.9,0.8,0.56,164.13,46.6,59,291
2010,6,174,Spruce_2B,Picea mariana ,Mid,1,19,28,0.1764,800,589,1001,59.1,51,175.1,73,96.4,88.8,305.3,7.1,6.6,22,0.8,0.56,164.13,46.6,59,291
2010,6,174,Spruce_2B,Picea mariana ,Mid,1,18.5,28,0.176,951,741,1001,59.1,51.2,175.9,73,96.4,89,306,7.1,6.6,22,0.8,0.56,164.13,46.6,59,291
2010,6,174,Spruce_2B,Picea mariana ,Mid,1,20.6,28,0.1746,1201,961,1000,59.1,51.5,176.9,73,96.4,89.3,306.9,7.1,6.6,22.1,0.8,0.56,164.13,46.6,59,291
2010,6,174,Spruce_2B,Picea mariana ,Mid,1,21.2,28,0.1763,1601,1348,1000,59.1,51.8,178,73,96.4,89.6,308,7.1,6.7,22.2,0.8,0.56,164.13,46.6,59,291
2010,9,259,Spr._1A_9-16-2010,Picea mariana ,Mid,0,0.4,14,0.1657,49,45,999,15,28.5,98.8,12,54,64.9,225.4,4.3,6.5,22.7,0.8,0.57,163.52,46.9,59,288
2010,9,259,Spr._1A_9-16-2010,Picea mariana ,Mid,0,1.7,14,0.1942,100,84,1000,15,28.5,99.1,12,54,65,225.5,4.3,6.6,22.8,0.8,0.57,163.52,46.9,59,288
2010,9,259,Spr._1A_9-16-2010,Picea mariana ,Mid,0,4.2,14,0.1911,200,159,1000,15,28.5,98.8,12,54,64.9,225.4,4.3,6.5,22.7,0.8,0.57,163.52,46.9,59,288
2010,9,259,Spr._1A_9-16-2010,Picea mariana ,Mid,0,6.1,14,0.1627,300,232,1000,15,28.5,99,12,54,65,225.5,4.3,6.6,22.7,0.8,0.57,163.52,46.9,59,288
2010,9,259,Spr._1A_9-16-2010,Picea mariana ,Mid,0,7.6,14,0.1329,400,299,999,15,28.6,99.3,12,54,65,225.7,4.3,6.6,22.8,0.8,0.57,163.52,46.9,59,288
2010,9,259,Spr._1A_9-16-2010,Picea mariana ,Mid,0,7.5,14,0.2643,400,345,1001,15,28.7,99.5,12,54,65.1,225.8,4.3,6.6,22.8,0.8,0.57,163.52,46.9,59,288
2010,9,259,Spr._1A_9-16-2010,Picea mariana ,Mid,0,7.6,14,0.2074,400,332,1001,15,28.5,98.8,12,54,64.9,225.4,4.3,6.5,22.7,0.8,0.57,163.52,46.9,59,288
2010,9,259,Spr._1A_9-16-2010,Picea mariana ,Mid,0,8.7,14,0.1561,551,451,1001,15,28.5,99,12,54,65,225.4,4.3,6.6,22.7,0.8,0.57,163.52,46.9,59,288
2010,9,259,Spr._1A_9-16-2010,Picea mariana ,Mid,0,9.9,14,0.2199,651,566,1000,15,28.5,98.8,12,54,64.9,225.4,4.3,6.5,22.7,0.8,0.57,163.52,46.9,59,288
2010,9,259,Spr._1A_9-16-2010,Picea mariana ,Mid,0,10.3,14,0.2418,800,717,1001,15,28.5,99,12,54,64.9,225.4,4.3,6.6,22.7,0.8,0.57,163.52,46.9,59,288
2010,9,259,Spr._1A_9-16-2010,Picea mariana ,Mid,0,10.8,14,0.1453,949,814,999,15,28.5,98.9,12,54,64.9,225.4,4.3,6.6,22.7,0.8,0.57,163.52,46.9,59,288
2010,9,259,Spr._1A_9-16-2010,Picea mariana ,Mid,0,11,14,0.2363,1201,1109,1001,15,28.7,99.6,12,54,65.1,225.9,4.3,6.6,22.8,0.8,0.57,163.52,46.9,59,288
2010,9,259,Spr._1A_9-16-2010,Picea mariana ,Mid,0,11.3,14,0.2176,1600,1497,1000,15,28.7,99.5,12,54,65.1,225.8,4.3,6.6,22.8,0.8,0.57,163.52,46.9,59,288
2010,9,259,Spr._2A_9-16-2010,Picea mariana ,Mid,0,0.2,14,0.1282,49,47,1000,26.6,51,232.5,19,58.5,70.6,321.9,4.5,6.9,31.5,1,0.7,153.36,46.3,47,219
2010,9,259,Spr._2A_9-16-2010,Picea mariana ,Mid,0,1.5,14,0.1003,100,74,999,26.6,51,232.6,19,58.5,70.6,322,4.5,6.9,31.5,1,0.7,153.36,46.3,47,219
2010,9,259,Spr._2A_9-16-2010,Picea mariana ,Mid,0,3.4,14,0.1025,199,141,999,26.6,51.1,233,19,58.5,70.6,322.1,4.5,6.9,31.5,1,0.7,153.36,46.3,47,219
2010,9,259,Spr._2A_9-16-2010,Picea mariana ,Mid,0,5.5,14,0.0806,300,184,999,26.6,51.1,233.3,19,58.5,70.6,322.3,4.5,6.9,31.6,1,0.7,153.36,46.3,47,219
2010,9,259,Spr._2A_9-16-2010,Picea mariana ,Mid,0,6.8,14,0.0628,399,217,1000,26.6,50.4,229.8,19,58.5,70.3,320.9,4.5,6.9,31.3,1,0.7,153.36,46.3,47,219
2010,9,259,Spr._2A_9-16-2010,Picea mariana ,Mid,0,7.2,14,0.0898,400,263,1000,26.6,51.2,233.5,19,58.5,70.7,322.3,4.5,6.9,31.6,1,0.7,153.36,46.3,47,219
2010,9,259,Spr._2A_9-16-2010,Picea mariana ,Mid,0,7.2,14,0.0755,401,240,1000,26.6,51,232.5,19,58.5,70.6,321.9,4.5,6.9,31.5,1,0.7,153.36,46.3,47,219
2010,9,259,Spr._2A_9-16-2010,Picea mariana ,Mid,0,8.6,14,0.0777,551,362,999,26.6,50.9,232.1,19,58.5,70.5,321.8,4.5,6.9,31.5,1,0.7,153.36,46.3,47,219
2010,9,259,Spr._2A_9-16-2010,Picea mariana ,Mid,0,9.6,14,0.0826,650,452,999,26.6,50.8,231.7,19,58.5,70.5,321.6,4.5,6.9,31.4,1,0.7,153.36,46.3,47,219
2010,9,259,Spr._2A_9-16-2010,Picea mariana ,Mid,0,10.2,14,0.1024,800,626,1000,26.6,51.1,232.9,19,58.5,70.6,322.1,4.5,6.9,31.5,1,0.7,153.36,46.3,47,219
2010,9,259,Spr._2A_9-16-2010,Picea mariana ,Mid,0,10.8,14,0.0724,949,695,999,26.6,50.7,231.5,19,58.5,70.5,321.5,4.5,6.9,31.4,1,0.7,153.36,46.3,47,219
2010,9,259,Spr._2A_9-16-2010,Picea mariana ,Mid,0,11.4,14,0.109,1201,1017,1001,26.6,50.8,231.5,19,58.5,70.5,321.5,4.5,6.9,31.4,1,0.7,153.36,46.3,47,219
2010,9,259,Spr._2A_9-16-2010,Picea mariana ,Mid,0,12.1,14,0.0396,1600,1093,1000,26.6,50.5,230.4,19,58.5,70.4,321.1,4.5,6.9,31.3,1,0.7,153.36,46.3,47,219
2010,9,258,Spr._2C_9-15-2010,Picea mariana ,Mid,0,0.3,14,0.0905,50,45,1000,15,29.3,116.6,11,52.5,63.7,253.3,3.9,6,23.9,0.8,0.55,138.31,48,62,252
2010,9,258,Spr._2C_9-15-2010,Picea mariana ,Mid,0,1.6,14,0.0877,99,68,1000,15,29.3,116.4,11,52.5,63.7,253.2,3.9,6,23.9,0.8,0.55,138.31,48,62,252
2010,9,258,Spr._2C_9-15-2010,Picea mariana ,Mid,0,4.1,14,0.0865,200,119,999,15,29.2,116.2,11,52.5,63.7,253.1,3.9,6,23.9,0.8,0.55,138.31,48,62,252
2010,9,258,Spr._2C_9-15-2010,Picea mariana ,Mid,0,6.3,14,0.0773,300,162,999,15,29.2,116.2,11,52.5,63.7,253.1,3.9,6,23.9,0.8,0.55,138.31,48,62,252
2010,9,258,Spr._2C_9-15-2010,Picea mariana ,Mid,0,7.3,14,0.0925,399,264,1000,15,29.6,117.5,11,52.5,63.9,254,3.9,6,24,0.8,0.55,138.31,48,62,252
2010,9,258,Spr._2C_9-15-2010,Picea mariana ,Mid,0,8.1,14,0.0838,400,236,999,15,29.3,116.4,11,52.5,63.7,253.2,3.9,6,23.9,0.8,0.55,138.31,48,62,252
2010,9,258,Spr._2C_9-15-2010,Picea mariana ,Mid,0,7.9,14,0.0863,401,244,1000,15,29.4,116.9,11,52.5,63.8,253.6,3.9,6,24,0.8,0.55,138.31,48,62,252
2010,9,258,Spr._2C_9-15-2010,Picea mariana ,Mid,0,9.1,14,0.0785,551,353,1000,15,29.4,116.9,11,52.5,63.8,253.5,3.9,6,24,0.8,0.55,138.31,48,62,252
2010,9,258,Spr._2C_9-15-2010,Picea mariana ,Mid,0,9.7,14,0.0876,650,459,1000,15,29.5,117.4,11,52.5,63.9,253.9,3.9,6,24,0.8,0.55,138.31,48,62,252
2010,9,258,Spr._2C_9-15-2010,Picea mariana ,Mid,0,10,14,0.0906,799,607,1000,15,29.5,117.2,11,52.5,63.9,253.8,3.9,6,24,0.8,0.55,138.31,48,62,252
2010,9,258,Spr._2C_9-15-2010,Picea mariana ,Mid,0,10.6,14,0.0907,950,746,1000,15,29.5,117.3,11,52.5,63.9,253.8,3.9,6,24,0.8,0.55,138.31,48,62,252
2010,9,258,Spr._2C_9-15-2010,Picea mariana ,Mid,0,11.1,14,0.0895,1200,983,1000,15,29.6,117.6,11,52.5,63.9,254,3.9,6.1,24.1,0.8,0.55,138.31,48,62,252
2010,9,258,Spr._2C_9-15-2010,Picea mariana ,Mid,0,12,14,0.0942,1600,1373,1000,15,29.5,117.4,11,52.5,63.9,253.9,3.9,6,24,0.8,0.55,138.31,48,62,252
2010,9,258,Spr._3C_9-15-2010,Picea mariana ,Mid,0,0.2,14,0.0878,50,45,999,29.5,58,251.8,19,57.1,69.4,301.2,4.5,7,30.3,0.8,0.54,123.31,46.9,63,230
2010,9,258,Spr._3C_9-15-2010,Picea mariana ,Mid,0,1.2,14,0.0919,99,77,999,29.5,57.8,251,19,57.1,69.3,301,4.5,7,30.2,0.8,0.54,123.31,46.9,63,230
2010,9,258,Spr._3C_9-15-2010,Picea mariana ,Mid,0,3.1,14,0.0857,199,136,1000,29.5,57.9,251.5,19,57.1,69.4,301.1,4.5,7,30.3,0.8,0.54,123.31,46.9,63,230
2010,9,258,Spr._3C_9-15-2010,Picea mariana ,Mid,0,5.2,14,0.0909,300,201,999,29.5,58,251.8,19,57.1,69.4,301.2,4.5,7,30.3,0.8,0.54,123.31,46.9,63,230
2010,9,258,Spr._3C_9-15-2010,Picea mariana ,Mid,0,6.1,14,0.0704,400,252,1000,29.5,57.8,250.9,19,57.1,69.3,300.9,4.5,7,30.2,0.8,0.54,123.31,46.9,63,230
2010,9,258,Spr._3C_9-15-2010,Picea mariana ,Mid,0,6.7,14,0.088,400,269,999,29.5,57.9,251.5,19,57.1,69.3,301.1,4.5,7,30.3,0.8,0.54,123.31,46.9,63,230
2010,9,258,Spr._3C_9-15-2010,Picea mariana ,Mid,0,6.5,14,0.085,401,271,1000,29.5,58.1,252.3,19,57.1,69.4,301.4,4.5,7,30.3,0.8,0.54,123.31,46.9,63,230
2010,9,258,Spr._3C_9-15-2010,Picea mariana ,Mid,0,8.2,14,0.0911,550,395,1000,29.5,58.1,252.4,19,57.1,69.4,301.4,4.5,7,30.3,0.8,0.54,123.31,46.9,63,230
2010,9,258,Spr._3C_9-15-2010,Picea mariana ,Mid,0,9.1,14,0.089,651,474,1000,29.5,58.2,252.5,19,57.1,69.4,301.5,4.5,7,30.3,0.8,0.54,123.31,46.9,63,230
2010,9,258,Spr._3C_9-15-2010,Picea mariana ,Mid,0,9.5,14,0.0868,800,610,1000,29.5,58.1,252.1,19,57.1,69.4,301.3,4.5,7,30.3,0.8,0.54,123.31,46.9,63,230
2010,9,258,Spr._3C_9-15-2010,Picea mariana ,Mid,0,10.4,14,0.0771,950,717,999,29.5,58,251.7,19,57.1,69.4,301.2,4.5,7,30.3,0.8,0.54,123.31,46.9,63,230
2010,9,258,Spr._3C_9-15-2010,Picea mariana ,Mid,0,11.1,14,0.0866,1201,978,999,29.5,58,251.7,19,57.1,69.4,301.2,4.5,7,30.3,0.8,0.54,123.31,46.9,63,230
2010,9,258,Spr._3C_9-15-2010,Picea mariana ,Mid,0,11.7,14,0.0821,1600,1349,999,29.5,57.8,251.2,19,57.1,69.3,301,4.5,7,30.2,0.8,0.54,123.31,46.9,63,230
2010,9,258,Spr.1A_9-15-2010,Picea mariana ,Mid,0,0.3,14,0.1067,49,45,1000,30.8,60.4,226.5,17,60,72.8,273.2,4.7,7.3,27.2,0.9,0.66,175.11,46.4,50,267
2010,9,258,Spr.1A_9-15-2010,Picea mariana ,Mid,0,1.4,14,0.1065,100,77,1001,30.8,60.4,226.4,17,60,72.8,273.1,4.7,7.2,27.2,0.9,0.66,175.11,46.4,50,267
2010,9,258,Spr.1A_9-15-2010,Picea mariana ,Mid,0,3.8,14,0.1013,200,135,1000,30.8,60.2,226,17,60,72.8,273,4.7,7.2,27.2,0.9,0.66,175.11,46.4,50,267
2010,9,258,Spr.1A_9-15-2010,Picea mariana ,Mid,0,5.8,14,0.1005,299,198,1001,30.8,60.4,226.4,17,60,72.8,273.1,4.7,7.2,27.2,0.9,0.66,175.11,46.4,50,267
2010,9,258,Spr.1A_9-15-2010,Picea mariana ,Mid,0,7.1,14,0.117,399,291,1000,30.8,60.8,228,17,60,73,273.7,4.7,7.3,27.3,0.9,0.66,175.11,46.4,50,267
2010,9,258,Spr.1A_9-15-2010,Picea mariana ,Mid,0,7.5,14,0.0889,400,254,1000,30.8,60.1,225.6,17,60,72.7,272.8,4.7,7.2,27.1,0.9,0.66,175.11,46.4,50,267
2010,9,258,Spr.1A_9-15-2010,Picea mariana ,Mid,0,7.2,14,0.1028,400,278,999,30.8,60.4,226.7,17,60,72.8,273.2,4.7,7.3,27.2,0.9,0.66,175.11,46.4,50,267
2010,9,258,Spr.1A_9-15-2010,Picea mariana ,Mid,0,9.2,14,0.0944,551,382,999,30.8,60.4,226.4,17,60,72.8,273.1,4.7,7.2,27.2,0.9,0.66,175.11,46.4,50,267
2010,9,258,Spr.1A_9-15-2010,Picea mariana ,Mid,0,9.8,14,0.092,650,465,999,30.8,60.3,226.2,17,60,72.8,273.1,4.7,7.2,27.2,0.9,0.66,175.11,46.4,50,267
2010,9,258,Spr.1A_9-15-2010,Picea mariana ,Mid,0,10.7,14,0.109,800,626,1001,30.8,60.4,226.4,17,60,72.8,273.2,4.7,7.3,27.2,0.9,0.66,175.11,46.4,50,267
2010,9,258,Spr.1A_9-15-2010,Picea mariana ,Mid,0,11.1,14,0.1161,949,778,1001,30.8,60.6,227.3,17,60,72.9,273.4,4.7,7.3,27.3,0.9,0.66,175.11,46.4,50,267
2010,9,258,Spr.1A_9-15-2010,Picea mariana ,Mid,0,11.6,14,0.1146,1200,1018,1000,30.8,60.7,227.5,17,60,72.9,273.5,4.7,7.3,27.3,0.9,0.66,175.11,46.4,50,267
2010,9,258,Spr.1A_9-15-2010,Picea mariana ,Mid,0,12.1,14,0.1148,1600,1408,1001,30.8,60.7,227.6,17,60,72.9,273.6,4.7,7.3,27.3,0.9,0.66,175.11,46.4,50,267
2011,7,196,1 Top_A2009_AciLCR_071511,Picea mariana ,Top,2,-0.1,24,0.0585,50,50,1000,170.7,169.8,699.4,66,194.7,194.3,800.3,13.1,13.1,44.1,-9999,-9999,-9999,-9999,-9999,243
2011,7,196,1 Top_A2009_AciLCR_071511,Picea mariana ,Top,2,1.9,24,0.0577,100,62,1000,170.7,169.8,699.5,66,194.7,194.3,800.4,13.1,13.1,44.1,-9999,-9999,-9999,-9999,-9999,243
2011,7,196,1 Top_A2009_AciLCR_071511,Picea mariana ,Top,2,6.6,24,0.0587,200,75,1000,170.7,169.8,699.6,66,194.7,194.3,800.5,13.1,13.1,44.1,-9999,-9999,-9999,-9999,-9999,243
2011,7,196,1 Top_A2009_AciLCR_071511,Picea mariana ,Top,2,10.5,24,0.0599,300,107,999,170.7,169.9,700,66,194.7,194.4,800.7,13.1,13.1,44.1,-9999,-9999,-9999,-9999,-9999,243
2011,7,196,1 Top_A2009_AciLCR_071511,Picea mariana ,Top,2,14.7,24,0.0599,400,131,1000,170.7,170,700.3,66,194.7,194.4,801,13.1,13.1,44.1,-9999,-9999,-9999,-9999,-9999,243
2011,7,196,1 Top_A2009_AciLCR_071511,Picea mariana ,Top,2,15,24,0.0567,400,111,1000,170.7,169.8,699.4,66,194.7,194.3,800.3,13.1,13.1,44.1,-9999,-9999,-9999,-9999,-9999,243
2011,7,196,1 Top_A2009_AciLCR_071511,Picea mariana ,Top,2,21.1,24,0.0566,550,143,999,170.7,169.8,699.3,66,194.7,194.3,800.3,13.1,13.1,44.1,-9999,-9999,-9999,-9999,-9999,243
2011,7,196,1 Top_A2009_AciLCR_071511,Picea mariana ,Top,2,24.6,24,0.0564,651,175,1000,170.7,169.8,699.3,66,194.7,194.3,800.3,13.1,13.1,44.1,-9999,-9999,-9999,-9999,-9999,243
2011,7,196,1 Top_A2009_AciLCR_071511,Picea mariana ,Top,2,29.6,24,0.0556,801,220,1000,170.7,169.8,699.4,66,194.7,194.3,800.3,13.1,13.1,44.1,-9999,-9999,-9999,-9999,-9999,243
2011,7,196,1 Top_A2009_AciLCR_071511,Picea mariana ,Top,2,32,24,0.0557,951,320,999,170.7,169.8,699.4,66,194.7,194.3,800.3,13.1,13.1,44.1,-9999,-9999,-9999,-9999,-9999,243
2011,7,196,1 Top_A2009_AciLCR_071511,Picea mariana ,Top,2,35.2,24,0.0541,1201,486,1000,170.7,169.8,699.5,66,194.7,194.3,800.4,13.1,13.1,44.1,-9999,-9999,-9999,-9999,-9999,243
2011,7,196,1 Top_A2009_AciLCR_071511,Picea mariana ,Top,2,38.9,24,0.055,1601,813,1000,170.7,169.8,699.7,66,194.7,194.3,800.5,13.1,13.1,44.1,-9999,-9999,-9999,-9999,-9999,243
2011,7,196,10_Bot_C2011_AciLCR_071511,Picea mariana ,Bot,0,-1.3,24,0.2176,51,60,999,63.5,64.4,275,109,73.1,73.8,315.2,5.1,5.1,17.3,0.8,0.54,127.09,49,64,234
2011,7,196,10_Bot_C2011_AciLCR_071511,Picea mariana ,Bot,0,0.4,24,0.2164,100,95,1000,63.5,64.4,275.1,109,73.1,73.9,315.3,5.1,5.1,17.3,0.8,0.54,127.09,49,64,234
2011,7,196,10_Bot_C2011_AciLCR_071511,Picea mariana ,Bot,0,3.9,24,0.209,200,167,1000,63.5,64.4,274.9,109,73.1,73.8,315.1,5.1,5.1,17.3,0.8,0.54,127.09,49,64,234
2011,7,196,10_Bot_C2011_AciLCR_071511,Picea mariana ,Bot,0,7,24,0.2088,299,240,1000,63.5,64.4,275.1,109,73.1,73.9,315.3,5.1,5.1,17.3,0.8,0.54,127.09,49,64,234
2011,7,196,10_Bot_C2011_AciLCR_071511,Picea mariana ,Bot,0,9,24,0.2109,400,324,999,63.5,64.4,275,109,73.1,73.8,315.3,5.1,5.1,17.3,0.8,0.54,127.09,49,64,234
2011,7,196,10_Bot_C2011_AciLCR_071511,Picea mariana ,Bot,0,9.5,24,0.2165,401,324,999,63.5,64.4,274.8,109,73.1,73.8,315.1,5.1,5.1,17.3,0.8,0.54,127.09,49,64,234
2011,7,196,10_Bot_C2011_AciLCR_071511,Picea mariana ,Bot,0,10.8,24,0.2106,551,459,999,63.5,64.3,274.5,109,73.1,73.7,314.8,5.1,5.1,17.3,0.8,0.54,127.09,49,64,234
2011,7,196,10_Bot_C2011_AciLCR_071511,Picea mariana ,Bot,0,11.6,24,0.2173,650,553,999,63.5,64.3,274.6,109,73.1,73.8,314.9,5.1,5.1,17.3,0.8,0.54,127.09,49,64,234
2011,7,196,10_Bot_C2011_AciLCR_071511,Picea mariana ,Bot,0,12.8,24,0.2175,800,691,1000,63.5,64.3,274.5,109,73.1,73.7,314.8,5.1,5.1,17.3,0.8,0.54,127.09,49,64,234
2011,7,196,10_Bot_C2011_AciLCR_071511,Picea mariana ,Bot,0,13.7,24,0.2177,950,832,1000,63.5,64.3,274.4,109,73.1,73.7,314.7,5.1,5.1,17.3,0.8,0.54,127.09,49,64,234
2011,7,196,10_Bot_C2011_AciLCR_071511,Picea mariana ,Bot,0,14.4,24,0.2193,1201,1075,999,63.5,64.3,274.4,109,73.1,73.7,314.7,5.1,5.1,17.3,0.8,0.54,127.09,49,64,234
2011,7,196,10_Bot_C2011_AciLCR_071511,Picea mariana ,Bot,0,15.1,24,0.2185,1600,1461,999,63.5,64.2,274.2,109,73.1,73.7,314.5,5.1,5.1,17.2,0.8,0.54,127.09,49,64,234
2011,7,195,11_Bot_A2009_AciLCR_071411,Picea mariana ,Bot,0,-0.6,23,0.0317,49,75,999,9.8,10.1,36.5,45,25.5,26,93.8,2,2.1,7,0.7,0.5,138.57,49.1,70,277
